provincia ;canton;area_de_residencia;numero_total_de_personas
Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;Urbana;370.300
Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;Rural;122.669
Santo Domingo de los Tsáchilas;Santo Domingo;Total Santo Domingo;441.583
Santo Domingo de los Tsáchilas;Santo Domingo;Urbana;334.826
Santo Domingo de los Tsáchilas;Santo Domingo;Rural;106.757
Santo Domingo de los Tsáchilas;La Concordia;Total La Concordia;51.386
Santo Domingo de los Tsáchilas;La Concordia;Urbana;35.474
Santo Domingo de los Tsáchilas;La Concordia;Rural;15.912
Santa Elena;Total Santa Elena;Total Santa Elena;385.735
Santa Elena;Total Santa Elena;Urbana;201.785
Santa Elena;Total Santa Elena;Rural;183.950
Santa Elena;Santa Elena;Total Santa Elena;186.687
Santa Elena;Santa Elena;Urbana;54.565
Santa Elena;Santa Elena;Rural;132.122
Santa Elena;La Libertad;Total La Libertad;112.247
Santa Elena;La Libertad;Urbana;112.154
Santa Elena;La Libertad;Rural;93
Santa Elena;Salinas;Total Salinas;86.801
Santa Elena;Salinas;Urbana;35.066
Santa Elena;Salinas;Rural;51.735
